timestamp,duration,protocol,service,flag,src_bytes,dst_bytes,count,srv_count,dst_host_count,dst_host_srv_count,src_ip,dst_ip,src_port,dst_port,label
2025-08-26 22:07:39.753234,0.593684798488842,6,https,S0,129.21793224954556,109.56592362518883,3,5,17,4,192.168.1.32,10.0.0.10,29536,21,Normal
2025-08-26 22:07:39.753234,0.8762735127794056,6,dhcp,S0,18.122001095569466,344.8177608865162,4,3,13,8,192.168.1.23,10.0.0.1,3876,68,Normal
2025-08-26 22:07:55.753234,0.14019065624254157,6,https,SF,1.4748976943415868,192.39172325209847,4,2,13,6,192.168.1.9,10.0.0.12,7091,443,Normal
2025-08-26 22:08:12.753234,0.09471940970779981,6,smtp,SF,12.726788903226417,50.677696395238904,8,4,6,6,203.0.113.65,192.168.1.43,50547,53,Normal
2025-08-26 22:08:12.753234,0.3098469795283371,6,dns,S0,130.74022695180943,74.90671356048212,4,4,7,2,203.0.113.72,192.168.1.10,29475,443,Normal
2025-08-26 22:08:15.753234,0.1576468702821739,6,ssh,RSTO,1.2806531427257495,13481.8945568001,7,4,10,4,203.0.113.92,192.168.1.18,4985,21,Normal
2025-08-26 22:08:16.753234,0.007714244619794109,1,http,SF,30.414474460724204,867.5477137047433,5,1,9,5,192.168.1.47,10.0.0.7,38609,443,Normal
2025-08-26 22:09:13.753234,0.050935080989853186,6,dns,SF,51.20100449555254,93.33684321296829,3,2,13,5,192.168.1.6,10.0.0.10,55671,68,Normal
2025-08-26 22:09:13.753234,0.37760497795591363,6,smtp,REJ,33.77133712256202,212.01278214519067,4,4,6,5,192.168.1.31,10.0.0.12,41295,25,Normal
2025-08-26 22:09:19.753234,0.3226949346952607,6,http,SF,46.10813493571111,366.1388903421965,9,1,13,5,192.168.1.44,10.0.0.13,57020,25,Normal
2025-08-26 22:09:21.753234,0.008240957365332029,6,dns,SF,58.512650501802796,32.335252258644275,5,2,6,6,192.168.1.7,10.0.0.9,54387,21,Normal
2025-08-26 22:09:42.753234,0.0752978921600115,1,smtp,SF,30.86830009471846,149.05516473199347,10,2,8,8,203.0.113.77,192.168.1.20,15609,80,Normal
2025-08-26 22:09:46.753234,0.0788284736852793,6,ssh,SF,2806.9985832489524,17.34476337360737,6,3,8,4,192.168.1.28,10.0.0.11,10286,21,Normal
2025-08-26 22:09:57.753234,0.3343244168483555,6,https,SF,43.22910379224999,20.33978119753942,7,5,12,4,203.0.113.18,192.168.1.44,56232,68,Normal
2025-08-26 22:10:12.753234,0.005972214387641821,6,dns,SF,0.7739043817963877,854.8073302336195,2,0,11,5,192.168.1.17,10.0.0.5,42458,25,Malware
2025-08-26 22:10:29.753234,0.032980817580411846,6,dns,RSTO,5.626390934971208,1108.9446933771071,4,6,9,5,192.168.1.13,10.0.0.10,49728,68,Normal
2025-08-26 22:10:30.753234,0.48270552818887247,6,http,SF,494.647801017241,1490.2681521943223,2,2,9,2,192.168.1.20,10.0.0.19,17596,21,Normal
2025-08-26 22:10:33.753234,0.0590033128355356,6,https,S0,365.3592597273952,128.62333580349394,4,6,12,1,203.0.113.60,192.168.1.35,31742,443,Normal
2025-08-26 22:10:45.753234,0.317309726676173,6,dhcp,S0,51.92173089416323,55.32771153047397,4,6,9,8,192.168.1.28,10.0.0.4,3060,443,Normal
2025-08-26 22:10:54.753234,0.08161458666269857,6,ssh,SF,8.823045317959732,151.60227014848084,3,2,9,7,192.168.1.29,10.0.0.11,29883,21,Normal
2025-08-26 22:11:04.753234,0.03142201004546139,17,http,SF,615.8184380329934,4.132952338753176,0,1,7,7,192.168.1.44,10.0.0.12,37964,21,Normal
2025-08-26 22:11:06.753234,0.08358585492343418,6,ftp,REJ,6.207721017213346,2382.1808832738925,2,4,12,4,192.168.1.28,10.0.0.15,10416,68,Normal
2025-08-26 22:11:06.753234,0.38432844392910953,17,ftp,SF,313.32883984738464,0.6583206788765568,10,3,12,4,192.168.1.27,10.0.0.15,27050,80,Normal
2025-08-26 22:11:20.753234,0.5807509012361789,6,ftp,SF,62.91189118738383,1039.1202848982311,4,1,8,5,192.168.1.36,10.0.0.1,63427,25,Normal
2025-08-26 22:11:23.753234,0.5319752999926692,17,ssh,SF,403.12706529665036,20.51337107789633,4,0,9,8,203.0.113.54,192.168.1.6,9941,25,Normal
2025-08-26 22:11:43.753234,0.15184274684252652,6,ftp,SF,53.890481823325636,146.03009916097423,5,5,15,5,192.168.1.40,10.0.0.10,24654,67,Normal
2025-08-26 22:12:15.753234,0.33086303352137847,6,dns,RSTR,2753.2602142763194,27.05188465551009,9,2,11,7,192.168.1.38,10.0.0.17,44830,22,Normal
2025-08-26 22:12:20.753234,0.06881802309869423,6,dhcp,S0,3.7069784850575975,27.890212494803606,4,1,13,7,192.168.1.40,10.0.0.18,62501,25,Normal
2025-08-26 22:12:22.753234,0.10408007658375505,6,http,SF,469.00137237716893,1.126469633543163,3,3,11,1,203.0.113.38,192.168.1.4,59531,53,Normal
2025-08-26 22:12:33.753234,0.6799795885892713,6,dhcp,S3,74.27369328087997,11.709314093548372,10,7,7,4,192.168.1.26,10.0.0.5,53060,53,Normal
2025-08-26 22:12:39.753234,0.003926156518885501,6,dhcp,SF,36.316723322917376,916.7341598857779,10,1,13,5,192.168.1.1,10.0.0.15,7849,25,Normal
2025-08-26 22:12:53.753234,0.026816141889134736,6,dhcp,S0,1826.8413519678702,12.81248734785147,3,2,9,2,203.0.113.67,192.168.1.30,47335,80,Normal
2025-08-26 22:12:54.753234,0.06991508407194455,6,dns,RSTR,19.390811638860544,11.769276128614402,7,4,11,6,203.0.113.11,192.168.1.4,32279,68,Normal
2025-08-26 22:13:08.753234,0.008067160567295065,6,ftp,RSTR,237.0493479680461,119.5677590567879,4,2,10,4,192.168.1.42,10.0.0.4,20465,68,Normal
2025-08-26 22:13:09.753234,0.060060900987081826,17,dhcp,SF,189.44028498328024,1.4095046796499868,2,1,10,5,192.168.1.7,10.0.0.10,14215,80,Normal
2025-08-26 22:13:11.753234,0.26243061862330996,6,dhcp,S0,12.671055547244254,73.58452472108225,4,5,15,3,192.168.1.45,10.0.0.11,9175,80,Normal
2025-08-26 22:13:15.753234,0.16415589551034013,6,http,SF,773.6435300781143,248.87402673318465,11,5,11,10,203.0.113.16,192.168.1.48,45957,53,Normal
2025-08-26 22:13:23.753234,0.6695589062465482,6,dns,SF,8451.428616893945,311.67760813470915,4,0,7,2,192.168.1.33,10.0.0.2,26861,21,Normal
2025-08-26 22:13:24.753234,0.5102087709058435,6,ssh,SF,3787.214835003008,18.63767524309657,5,2,10,7,192.168.1.34,10.0.0.5,51739,53,Normal
2025-08-26 22:13:25.753234,0.1254818415507096,6,https,RSTO,328.4145995856131,1662.085027437868,3,1,7,5,192.168.1.32,10.0.0.5,4744,53,Normal
2025-08-26 22:13:28.753234,0.09009787564418356,17,dns,SF,94.06448981708795,1144.246117853541,5,1,15,4,192.168.1.44,10.0.0.5,15285,22,Normal
2025-08-26 22:13:47.753234,0.14326194243256132,6,smtp,SF,759.4363974763365,4.686779603095217,7,3,13,7,192.168.1.20,10.0.0.1,9654,21,Normal
2025-08-26 22:13:49.753234,0.2676953250429916,6,ftp,SF,1028.7181864771924,619.4496929075552,0,1,12,3,203.0.113.80,192.168.1.45,25385,25,Normal
2025-08-26 22:13:53.753234,0.09361851294458186,6,smtp,SF,178.02722436204306,200.97362663070015,5,5,6,5,192.168.1.5,10.0.0.1,4872,443,Normal
2025-08-26 22:13:56.753234,0.29356867366412626,6,https,SF,1.246756365777035,411.5242706116703,9,2,5,5,192.168.1.8,10.0.0.17,43562,443,Normal
2025-08-26 22:14:07.753234,0.15799081178394334,17,ssh,S1,6.602278664178135,43.27246248110193,3,3,9,5,192.168.1.14,10.0.0.4,55106,80,Malware
2025-08-26 22:14:20.753234,0.24092020995445332,17,dns,SF,372.16090209618335,11.180040160505824,2,3,12,2,192.168.1.33,10.0.0.15,16171,22,Normal
2025-08-26 22:14:24.753234,0.1718776185273336,6,ssh,SF,284.1167227435237,110.23098403677312,6,2,7,4,192.168.1.8,10.0.0.10,50144,21,Normal
2025-08-26 22:14:30.753234,0.10463999257869994,6,https,S0,58.91664872406892,316.2344014410609,5,0,6,3,192.168.1.12,10.0.0.8,45614,53,Normal
2025-08-26 22:14:34.753234,0.8895801663456611,6,smtp,RSTO,257.0113271177092,328.03122280801676,4,2,12,5,203.0.113.70,192.168.1.17,65152,80,Normal
2025-08-26 22:14:46.753234,0.43267635111979086,6,dns,RSTO,7.9347515868881375,294.4425740480411,4,2,5,6,203.0.113.88,192.168.1.29,46410,22,Normal
2025-08-26 22:14:55.753234,0.04528634943690626,6,ftp,REJ,103.72931075730831,17.273184207554202,4,5,12,5,203.0.113.79,192.168.1.8,51944,25,Normal
2025-08-26 22:15:02.753234,0.6085514783157971,17,http,SF,75.79497146280454,2301.1779816957524,4,2,7,5,192.168.1.41,10.0.0.1,39329,68,Normal
2025-08-26 22:15:21.753234,0.20049609889857492,6,dhcp,RSTO,2.920872773536961,1612.4095106266595,5,2,9,5,192.168.1.48,10.0.0.8,20497,68,Normal
2025-08-26 22:15:47.753234,0.674861847086923,6,ssh,SF,176.7202840338256,243.05265253431836,6,3,11,4,192.168.1.48,10.0.0.18,17180,22,Normal
2025-08-26 22:15:53.753234,0.4826143361789701,6,https,S0,7.022279283395169,22.0634175996486,3,1,11,4,192.168.1.31,10.0.0.10,45194,53,Normal
2025-08-26 22:16:24.753234,0.1661269857775822,17,dns,S3,855.516499027021,250.91242197038582,5,7,12,4,192.168.1.7,10.0.0.19,42614,68,Malware
2025-08-26 22:16:46.753234,0.006817676843262035,6,smtp,RSTR,289.8761758052086,63.07533143746115,2,3,14,1,192.168.1.43,10.0.0.9,40180,53,Normal
2025-08-26 22:16:52.753234,0.093870164332946,17,ftp,RSTR,39.002233385258386,73.366852518696,7,5,7,5,192.168.1.45,10.0.0.4,34350,21,Normal
2025-08-26 22:16:54.753234,0.23402632670393886,6,smtp,SF,19.38463037814565,567.4348999796094,6,5,12,5,192.168.1.28,10.0.0.5,62262,68,Normal
2025-08-26 22:17:06.753234,0.3011091995803609,6,ftp,SF,9.174809836068013,64.18599277912791,2,3,11,8,192.168.1.30,10.0.0.4,35834,443,Normal
2025-08-26 22:17:09.753234,0.08947640397868166,17,dns,S2,57.287664806376156,2510.4674038245794,6,1,5,3,192.168.1.1,10.0.0.19,17975,53,Normal
2025-08-26 22:17:40.753234,0.04502232564921466,17,http,SF,695.845214382741,523.7601345072833,3,5,11,3,192.168.1.42,10.0.0.15,63134,67,Normal
2025-08-26 22:17:47.753234,0.5404161261487175,6,http,SF,75.41627183696522,1113.9743547139553,4,2,5,5,192.168.1.23,10.0.0.5,18550,25,Normal
2025-08-26 22:17:49.753234,1.24818724895617,6,dhcp,REJ,105.20146094689504,24.70564038096417,11,3,5,4,192.168.1.47,10.0.0.15,62485,443,Normal
2025-08-26 22:17:50.753234,0.22376836409162607,17,https,SF,16.27253852112461,43.188309915111965,4,3,6,7,192.168.1.11,10.0.0.12,11152,53,Normal
2025-08-26 22:17:52.753234,0.056506459098022176,6,https,REJ,54.04674284158688,12.33736580620044,6,3,8,6,192.168.1.33,10.0.0.7,31165,21,Normal
2025-08-26 22:18:02.753234,0.09536294151867986,6,ftp,SH,94.48124404080622,2080.795511485718,3,3,5,2,192.168.1.46,10.0.0.17,37515,21,Normal
2025-08-26 22:18:04.753234,0.005568566223229802,1,ftp,SF,190.22772444021308,47040.645272343805,2,3,6,5,192.168.1.5,10.0.0.6,38589,80,Normal
2025-08-26 22:18:08.753234,0.7370665583080671,6,ftp,SF,104.38598691223594,420.2884081914502,6,4,10,3,192.168.1.23,10.0.0.19,24452,68,Normal
2025-08-26 22:18:23.753234,0.0375843131538609,6,ftp,SF,364.1277432865751,249.16418318973822,10,3,12,4,192.168.1.46,10.0.0.5,11201,80,Normal
2025-08-26 22:18:24.753234,0.25777220066044676,6,dhcp,SH,549.9916375874205,57.16905424126539,3,2,9,5,192.168.1.49,10.0.0.10,45960,67,Normal
2025-08-26 22:18:32.753234,0.09608439858083787,6,dns,SF,3155.577392845801,3765.3421783124854,4,5,2,3,203.0.113.9,192.168.1.42,61621,67,Normal
2025-08-26 22:18:40.753234,0.24235065462209557,6,dns,SF,230.40008253807852,135.69817774242486,4,1,8,1,192.168.1.31,10.0.0.6,16935,67,Normal
2025-08-26 22:18:46.753234,0.31616659019580806,6,http,S0,344.34714753242974,40.629430060061075,0,8,13,7,192.168.1.33,10.0.0.17,29032,68,Normal
2025-08-26 22:19:02.753234,0.5311317577267081,6,https,SF,52.182587369147164,7.7463008050725195,4,0,10,7,192.168.1.45,10.0.0.11,6975,80,Normal
2025-08-26 22:19:21.753234,0.06936075825136075,6,dhcp,SF,3220.7973777593625,18.365564857406582,10,3,11,0,192.168.1.38,10.0.0.12,52558,67,Normal
2025-08-26 22:19:28.753234,0.0033170188895091587,6,https,REJ,57.9281119066758,170.80070303170837,7,0,13,3,192.168.1.26,10.0.0.3,56805,21,Normal
2025-08-26 22:19:28.753234,0.044162421206217155,6,ssh,S3,494.7676221807479,3.7959257910090485,6,1,8,4,192.168.1.47,10.0.0.6,33751,21,Normal
2025-08-26 22:19:31.753234,0.6908314586559544,1,https,SF,55.380233811923375,12.772828015333042,6,1,9,6,192.168.1.43,10.0.0.4,39790,443,Normal
2025-08-26 22:19:38.753234,0.6211804056159368,6,https,SF,111.1755864029321,4132.009817193845,8,4,10,5,192.168.1.44,10.0.0.16,60683,443,Normal
2025-08-26 22:19:41.753234,0.2729532930589477,1,smtp,SF,154.46112139573293,779.6040238328621,6,1,6,9,192.168.1.15,10.0.0.8,18364,443,Normal
2025-08-26 22:19:46.753234,0.27527511555160405,6,smtp,S0,2.9829345046410767,77.44423773303538,3,4,11,2,192.168.1.12,10.0.0.13,38373,67,Normal
2025-08-26 22:20:01.753234,0.32812026882225376,17,dhcp,SF,220.6961452390456,978.5562625962476,3,25,12,2,192.168.1.27,10.0.0.3,28165,48160,PortScan
2025-08-26 22:20:32.753234,0.057846608591565644,6,ssh,S3,126.40864321919896,32.134059145436815,2,4,8,4,192.168.1.17,10.0.0.4,48597,443,Normal
2025-08-26 22:20:42.753234,0.7374628682313904,6,ftp,SF,38.56231070821091,705.5485666301324,3,2,7,3,192.168.1.48,10.0.0.3,18231,53,Normal
2025-08-26 22:20:48.753234,0.1627828903038954,17,ssh,SF,19.901651878557495,71.81936382778099,5,1,5,4,192.168.1.24,10.0.0.1,23052,53,Normal
2025-08-26 22:21:25.753234,0.14493323979836054,17,ssh,SF,41.206775309288496,7620.555223105863,7,4,10,3,203.0.113.42,192.168.1.7,61740,21,Normal
2025-08-26 22:21:26.753234,0.2195150797868043,6,http,SH,17.719966495984192,15.25264947254791,7,10,7,2,192.168.1.25,10.0.0.5,53350,29947,PortScan
2025-08-26 22:21:42.753234,0.014431399287593166,17,dns,SF,54.55225692541427,3167.253392272988,4,0,11,6,203.0.113.74,192.168.1.36,21097,21,Normal
2025-08-26 22:21:47.753234,0.054558511514781693,6,https,SF,38.90231783443721,114.90437153944795,0,2,11,3,192.168.1.17,10.0.0.16,40640,68,Normal
2025-08-26 22:21:55.753234,0.401861727127189,17,http,SF,73.93488305334776,3.46760315764314,3,1,11,2,192.168.1.19,10.0.0.8,46810,21,Normal
2025-08-26 22:22:00.753234,0.02592848270155308,6,dhcp,S0,680.6304636225808,275.5033211453983,7,5,12,4,192.168.1.11,10.0.0.14,50074,443,Normal
2025-08-26 22:22:02.753234,0.27726066569553465,6,dns,SF,24.089525536466965,600.5300780680395,7,4,16,6,203.0.113.25,192.168.1.6,59734,21,Normal
2025-08-26 22:22:12.753234,0.08445001008013224,6,dhcp,S0,46.20311837513231,2976.5190658106253,4,3,7,7,192.168.1.41,10.0.0.4,24246,25,Normal
2025-08-26 22:22:17.753234,0.1479426770775565,6,https,SF,187.40713556513555,680.4647072829009,6,1,12,6,192.168.1.9,10.0.0.1,47636,80,Normal
2025-08-26 22:22:34.753234,0.10219565758624378,17,dhcp,S1,20.892691574165898,23.09711710731361,5,2,10,6,192.168.1.27,10.0.0.19,41864,21,Normal
2025-08-26 22:22:36.753234,0.13186454331685604,6,ssh,RSTR,681.3927572832266,1183.8220688584004,1,1,14,3,192.168.1.5,10.0.0.11,24226,68,Normal
2025-08-26 22:22:37.753234,0.380869195991606,6,https,SF,21.54689644043437,165.3484047603799,5,2,6,7,192.168.1.47,10.0.0.17,56252,68,Normal
2025-08-26 22:22:38.753234,0.10577146188166527,6,ftp,S3,194.1824956960504,6.281194124881588,5,1,6,7,192.168.1.14,10.0.0.19,30935,443,Normal
2025-08-26 22:22:38.753234,0.25069305921171064,6,ftp,SF,1241.3824614901446,125.36090543657663,4,3,10,4,203.0.113.65,192.168.1.23,49064,68,Normal
2025-08-26 22:22:52.753234,0.1939079360070785,6,ssh,RSTO,20.754973925843046,14.105486137374232,10,2,11,10,192.168.1.36,10.0.0.5,34255,80,Normal
2025-08-26 22:22:53.753234,0.32689977692780353,6,dhcp,SF,29.98452726641112,112.22852653634787,4,3,10,1,203.0.113.57,192.168.1.28,58423,21,Normal
2025-08-26 22:23:08.753234,0.8285764942538907,1,smtp,SF,60.232464658817236,637.1328415079792,2,2,12,8,192.168.1.5,10.0.0.19,8624,68,Normal
2025-08-26 22:23:11.753234,0.39567158137651287,6,ftp,SF,154.21553585894023,15.59458872565311,8,3,11,6,192.168.1.34,10.0.0.10,12381,21,Normal
2025-08-26 22:23:14.753234,0.07259868397321419,6,ssh,SF,114.3784619695858,267.3268551666338,4,5,10,4,192.168.1.32,10.0.0.8,30425,80,Normal
2025-08-26 22:23:29.753234,0.009503903647277353,17,http,SF,143.41238173434127,1295.453271134967,5,4,11,6,192.168.1.35,10.0.0.11,48546,67,Normal
2025-08-26 22:23:30.753234,0.09125079060167636,6,smtp,S0,408.46983742252314,42.52588785953855,3,4,5,7,192.168.1.19,10.0.0.9,13675,443,Normal
2025-08-26 22:23:31.753234,0.27121819556192917,1,ftp,SF,102.05435191258941,84.05596750266822,9,5,12,2,192.168.1.23,10.0.0.3,48580,22,Normal
2025-08-26 22:23:59.753234,0.015838583429932405,17,ssh,REJ,7.9171210129436105,1257.4168878367143,5,3,16,4,203.0.113.21,192.168.1.19,8180,80,Normal
2025-08-26 22:24:05.753234,0.20577178680785665,6,ssh,S0,1895.0048076278736,1377.4167583668793,7,2,10,7,192.168.1.37,10.0.0.8,33334,80,Normal
2025-08-26 22:24:13.753234,0.272528651996268,6,http,REJ,351.68919103055924,14.628024266312048,5,3,9,5,203.0.113.79,192.168.1.33,47530,25,Normal
2025-08-26 22:24:20.753234,0.12204956338143011,6,http,REJ,11.615929022886293,18.51748889539195,4,2,11,3,192.168.1.40,10.0.0.2,58307,53,Normal
2025-08-26 22:24:28.753234,0.4420949877440204,6,smtp,SF,102.65543242174671,720.97777224484,6,3,12,6,192.168.1.8,10.0.0.19,19891,22,Normal
2025-08-26 22:24:29.753234,0.0338156744294034,17,dns,SF,713.886899323473,93.49012520913858,7,4,11,7,192.168.1.17,10.0.0.1,45657,80,Normal
2025-08-26 22:24:31.753234,0.023433151737674105,6,ftp,SF,24.120767125584493,108.82523883245653,3,5,10,7,192.168.1.27,10.0.0.9,48726,68,Normal
2025-08-26 22:24:36.753234,0.3907942230649178,6,ssh,S1,942.7996790195949,4.415411980475508,3,4,6,6,192.168.1.49,10.0.0.2,57592,22,Normal
2025-08-26 22:24:44.753234,0.20525106799892057,6,smtp,SF,21.39636725081045,58.989333715097224,6,3,9,4,192.168.1.36,10.0.0.11,44195,443,Normal
2025-08-26 22:24:55.753234,0.34981279671994225,6,dhcp,REJ,350.54147946979555,107.02926486182129,8,2,7,4,203.0.113.85,192.168.1.4,53519,67,Normal
2025-08-26 22:24:56.753234,0.17118719973865718,6,smtp,SH,0.8841200804350523,630.2724608648662,9,4,11,7,192.168.1.5,10.0.0.19,10443,22,Normal
2025-08-26 22:24:56.753234,0.08486887612755949,17,dhcp,S1,978.9235802807632,70.44345096985218,7,5,17,2,203.0.113.90,192.168.1.49,29823,25,Normal
2025-08-26 22:25:19.753234,0.5129471095713587,6,http,SF,3.4098729512028,634.0535370996722,7,2,10,8,203.0.113.45,192.168.1.5,48822,68,Normal
2025-08-26 22:25:26.753234,0.48195646918805696,6,ssh,SF,1607.341501546067,105.14819641451531,1,3,10,2,203.0.113.77,192.168.1.48,8001,25,Normal
2025-08-26 22:25:30.753234,0.35593464591273644,6,https,SH,14.418529763865658,1829.1421273725323,2,2,10,7,192.168.1.6,10.0.0.18,35698,22,Normal
2025-08-26 22:25:37.753234,0.09529608449640962,17,dns,RSTR,6419.347238817292,144.204161167629,7,1,13,3,192.168.1.9,10.0.0.9,16004,25,Normal
2025-08-26 22:25:41.753234,0.2676482639170393,6,dns,S0,182.33222049873646,52.919390440586525,8,2,5,5,192.168.1.7,10.0.0.2,9722,67,Normal
2025-08-26 22:25:49.753234,0.13434299267394662,17,http,S0,1134.128600338588,34.39167178875442,11,4,10,6,192.168.1.15,10.0.0.12,56730,25,Normal
2025-08-26 22:26:07.753234,0.028815220381995965,6,dhcp,S0,102.2265286605401,18.638280483140687,3,4,13,1,192.168.1.20,10.0.0.8,10531,68,Normal
2025-08-26 22:26:14.753234,0.7478099530612924,1,ssh,SF,7.070447408020666,277.9348881541803,3,3,9,9,192.168.1.4,10.0.0.1,62088,21,Normal
2025-08-26 22:26:39.753234,0.04413913464585601,6,smtp,RSTR,22.87317042212967,7481.397573830928,2,3,12,3,192.168.1.13,10.0.0.18,45770,22,Normal
2025-08-26 22:26:42.753234,0.9001471959368288,6,dns,S0,376.9315729277367,714.3258468096999,0,4,8,2,192.168.1.25,10.0.0.1,19364,53,Normal
2025-08-26 22:26:59.753234,0.17718030383726166,6,smtp,SF,49056.288625723406,338.7935414648858,2,1,5,1,192.168.1.4,10.0.0.13,60152,53,Normal
2025-08-26 22:27:03.753234,0.061419084574039745,6,ftp,SF,2655.661767520876,12.625542591508973,4,2,13,2,192.168.1.45,10.0.0.5,2575,80,Normal
2025-08-26 22:27:03.753234,0.23420095384552095,6,https,SH,177.02375227856888,13.989021247911436,4,0,15,7,192.168.1.28,10.0.0.18,11601,67,Normal
2025-08-26 22:27:06.753234,0.6189425382846175,6,http,S0,981.7963266898063,993.1147231073287,5,5,11,3,192.168.1.29,10.0.0.4,15001,53,Normal
2025-08-26 22:27:06.753234,0.39528233373914207,6,dhcp,SF,229.17553336696056,373.1614316529104,3,0,10,6,203.0.113.48,192.168.1.23,40326,22,Normal
2025-08-26 22:27:32.753234,0.4928381478221272,6,dns,SF,93.3102178915685,41.65270925629828,3,5,8,7,192.168.1.28,10.0.0.2,64265,80,Normal
2025-08-26 22:27:33.753234,0.3225713145511208,1,ftp,S0,166.5930606891018,4.802847366750842,6,4,8,4,192.168.1.6,10.0.0.19,14699,53,Normal
2025-08-26 22:27:49.753234,0.3535661508424596,6,ftp,SF,47.596528318167984,99.7792714438783,5,1,11,2,192.168.1.27,10.0.0.18,26854,21,Normal
2025-08-26 22:27:54.753234,0.5675315964150838,17,https,SF,170.74926109109742,24.59388717175848,3,4,6,3,192.168.1.1,10.0.0.8,57548,67,Normal
2025-08-26 22:28:11.753234,0.08617185466203603,6,http,S0,304.38127283029087,51.586299720618435,2,6,8,7,203.0.113.10,192.168.1.4,44648,68,Normal
2025-08-26 22:28:48.753234,0.2016652998513724,6,http,SF,129.77117785183046,11.38721373628034,7,4,8,2,192.168.1.12,10.0.0.10,60938,443,Normal
2025-08-26 22:28:52.753234,0.0750039387318367,6,smtp,S1,56.99446996331588,744.6457763786132,6,0,12,4,192.168.1.23,10.0.0.8,9500,22,Normal
2025-08-26 22:28:55.753234,1.3186675252215987,6,http,SF,51.134261853584654,43.78617835288222,5,3,12,3,203.0.113.17,192.168.1.39,32205,80,Normal
2025-08-26 22:29:29.753234,0.8650391361961244,1,ftp,SF,84.92984937387187,412.5511999356847,4,5,7,2,192.168.1.43,10.0.0.4,26416,68,Normal
2025-08-26 22:29:32.753234,0.012067530361613727,6,smtp,SF,184.1686391672902,321.56383079286434,10,2,9,7,192.168.1.5,10.0.0.9,7732,22,WebAttack
2025-08-26 22:29:46.753234,0.3668194689587187,17,http,SF,55.67530553987321,46.361093244393984,1,2,11,6,203.0.113.27,192.168.1.32,31279,80,Normal
2025-08-26 22:29:50.753234,0.7780750672425766,1,dhcp,SF,421.86957484688475,102.47879612892515,4,3,9,6,192.168.1.23,10.0.0.8,27805,53,Normal
2025-08-26 22:29:50.753234,0.059745847616355,6,dhcp,REJ,5.619806349594421,5011.603471491919,5,4,13,1,192.168.1.20,10.0.0.12,61194,68,Normal
2025-08-26 22:29:52.753234,0.25176087529377067,1,https,SF,223.8915219135215,18.946538025507397,6,1,9,4,192.168.1.19,10.0.0.8,54481,80,Normal
2025-08-26 22:29:59.753234,0.7412595792376591,6,ftp,S1,1031.6941064320533,27.656060581475423,3,5,17,6,192.168.1.18,10.0.0.11,18759,21,Normal
2025-08-26 22:30:08.753234,0.010360657063263544,1,ssh,SF,5075.637216292529,2.225423229133103,5,3,7,6,192.168.1.33,10.0.0.4,47586,53,Normal
2025-08-26 22:30:10.753234,0.3586231370678656,17,https,S0,126.78925368147172,110.60976945274807,1,3,15,10,192.168.1.27,10.0.0.16,3016,53,Normal
2025-08-26 22:30:32.753234,0.10586848942356385,6,https,S3,540.418435826832,2.239926527862473,5,5,7,2,192.168.1.14,10.0.0.5,51253,80,Normal
2025-08-26 22:30:37.753234,0.7746746014067027,1,http,SF,223.7386735892035,55.94231225412945,6,4,8,6,203.0.113.67,192.168.1.15,44691,443,Normal
2025-08-26 22:30:40.753234,1.062740976786676,6,smtp,SF,1129.457173632437,3.987304538505838,7,3,10,4,192.168.1.36,10.0.0.7,19162,67,Normal
2025-08-26 22:30:54.753234,0.8661521043722923,6,smtp,REJ,90.72745968601897,634.2644175211219,5,3,10,6,192.168.1.47,10.0.0.5,65150,25,Malware
2025-08-26 22:30:54.753234,0.19285842155953747,6,dhcp,S0,39536.29613894445,105.99680660713001,80,4,18,9,192.168.1.16,10.0.0.15,3673,25,DDoS
2025-08-26 22:30:59.753234,0.5942432120206075,6,ftp,SF,1.9259467459198185,0.1894122325442204,2,4,15,7,192.168.1.30,10.0.0.4,19253,53,Normal
2025-08-26 22:31:01.753234,0.5584281819897237,6,http,SF,1059.870705218729,21.422546318804645,4,3,8,6,192.168.1.3,10.0.0.9,48760,67,Normal
2025-08-26 22:31:02.753234,0.1153021564558603,17,smtp,REJ,188.72404512204648,57.19550982689163,7,4,9,6,192.168.1.25,10.0.0.10,61514,53,Normal
2025-08-26 22:31:33.753234,0.5296792624183959,6,dhcp,S0,36.43272491776854,425.6782436420103,7,3,13,3,203.0.113.11,192.168.1.4,26546,68,Normal
2025-08-26 22:31:46.753234,0.011312938580672918,6,dns,SF,253.9650578019429,843.5648827232023,5,3,5,7,192.168.1.40,10.0.0.13,23067,443,Normal
2025-08-26 22:32:24.753234,0.2721025920863421,6,ssh,S3,2470.6775472198833,326.80753337274797,4,0,7,2,192.168.1.25,10.0.0.13,44525,68,Normal
2025-08-26 22:32:30.753234,0.0784128723591857,6,dns,SF,21.52932276585833,271.9171595790042,8,2,13,4,192.168.1.15,10.0.0.7,25048,25,Normal
2025-08-26 22:32:35.753234,0.038543330241493215,17,http,SF,24.440173138357554,339.6931322751744,4,1,9,5,192.168.1.43,10.0.0.14,7531,25,Normal
2025-08-26 22:33:10.753234,0.024022602991314822,17,http,RSTR,5.625565670609987,542.7110521602035,5,2,13,5,192.168.1.43,10.0.0.10,6317,22,Normal
2025-08-26 22:33:29.753234,0.3575033849064711,1,smtp,S0,24.507409811772153,151.84196158267403,3,3,11,3,192.168.1.49,10.0.0.12,11730,80,Normal
